Cluster;RA_ICRS;DE_ICRS;GLON;GLAT;r50;nbstars07;pmRA*;e_pmRA*;pmDE;e_pmDE;plx;e_plx;Flag;AgeNN;AVNN;DMNN;DistPc;X;Y;Z;Rgc;SimbadName;_RA.icrs;_DE.icrs
FSR_0198         ;300.614;+35.681; 72.182;  2.609; 0.127;  82; -3.560; 0.209; -6.611; 0.248; 0.486; 0.045;NN            ; 6.67; 2.49;11.69;  2181;    666;   2074;    99;  7948;[FSR2007] 0198                 ;300.6140;+35.6810
FSR_0238         ;308.693;+41.417; 80.477;  0.620; 0.039;  29; -2.902; 0.177; -4.547; 0.127; 0.596; 0.059;NN            ; 7.87; 4.70;10.92;  1526;    252;   1505;    16;  8226;[FSR2007] 0238                 ;308.6930;+41.4170
FSR_0241         ;300.763;+46.196; 81.234;  8.030; 0.090;  46; -1.427; 0.094; -3.575; 0.094; 0.450; 0.035;NN            ; 9.12; 1.03;11.53;  2020;    304;   1977;   282;  8274;[FSR2007] 0241                 ;300.7630;+46.1960
FSR_0275         ;314.171;+46.902; 87.212;  0.971; 0.055;  87; -2.831; 0.114; -4.825; 0.145; 0.223; 0.052;NN            ; 8.93; 2.41;13.02;  4014;    195;   4009;    68;  9078;[FSR2007] 0275                 ;314.1710;+46.9020
FSR_0278         ;307.761;+51.021; 87.859;  6.820; 0.085;  58; -4.615; 0.083; -9.738; 0.096; 0.554; 0.033;NN            ; 9.34; 0.85;11.16;  1708;     63;   1695;   202;  8448;[FSR2007] 0278                 ;307.7610;+51.0210
FSR_0282         ;315.572;+48.096; 88.734;  1.039; 0.048;  65; -3.640; 0.162; -4.670; 0.125; 0.243; 0.079;NN            ; 8.54; 3.61;13.08;  4137;     91;   4136;    75;  9227;[FSR2007] 0282                 ;315.5720;+48.0960
FSR_0284         ;314.141;+49.362; 89.072;  2.582; 0.015;  17; -2.503; 0.122; -3.504; 0.146; 0.312; 0.045;NN            ; 7.88; 2.74;12.53;  3203;     51;   3199;   144;  8884;[FSR2007] 0284                 ;314.1410;+49.3620
FSR_0296         ;320.976;+49.925; 92.500; -0.272; 0.020;  37; -4.093; 0.103; -5.120; 0.099; 0.276; 0.053;NN            ; 8.50; 2.35;12.60;  3315;   -144;   3311;   -15;  9108;[FSR2007] 0296                 ;320.9760;+49.9250
FSR_0306         ;322.129;+51.690; 94.250;  0.491; 0.080;  67; -2.140; 0.115; -2.536; 0.104; 0.349; 0.048;NN            ; 8.71; 2.79;12.14;  2681;   -198;   2674;    22;  8947;[FSR2007] 0306                 ;322.1290;+51.6900
FSR_0336         ;327.711;+55.243; 99.089;  0.962; 0.111; 137; -3.066; 0.126; -2.855; 0.120; 0.369; 0.049;NN            ; 7.68; 2.74;12.13;  2661;   -420;   2627;    44;  9145;[FSR2007] 0336                 ;327.7110;+55.2430
FSR_0342         ;331.931;+53.104; 99.753; -2.237; 0.103; 202; -1.346; 0.099; -1.837; 0.067; 0.343; 0.036;NN            ; 9.18; 0.87;12.20;  2751;   -465;   2709;  -107;  9213;[FSR2007] 0342                 ;331.9310;+53.1040
FSR_0344         ;330.440;+54.815;100.059; -0.339; 0.034;   9; -1.792; 0.111; -1.591; 0.093; 0.196; 0.056;NN            ; 9.54; 3.04;13.22;  4400;   -768;   4333;   -26; 10086;[FSR2007] 0344                 ;330.4400;+54.8150
FSR_0357         ;337.723;+53.951;103.098; -3.418; 0.019;  45; -3.125; 0.109; -2.281; 0.083; 0.219; 0.066;NN            ; 8.08; 1.22;13.18;  4334;   -980;   4213;  -258; 10228;[FSR2007] 0357                 ;337.7230;+53.9510
FSR_0384         ;342.911;+56.109;106.747; -2.951; 0.035;  47; -3.552; 0.121; -1.711; 0.082; 0.468; 0.049;NN            ; 8.63; 1.01;11.42;  1920;   -552;   1836;   -98;  9080;[FSR2007] 0384                 ;342.9110;+56.1090
FSR_0385         ;340.628;+58.941;106.960;  0.126; 0.052;  58; -5.939; 0.097; -3.974; 0.105; 0.436; 0.039;NN            ; 8.85; 2.19;11.68;  2165;   -631;   2071;     4;  9207;[FSR2007] 0385                 ;340.6280;+58.9410
FSR_0398         ;339.135;+64.153;108.869;  5.029; 0.084;  55; -3.218; 0.192; -1.109; 0.123; 1.043; 0.038;NN            ; 7.26; 2.01; 9.81;   917;   -295;    864;    80;  8678;[FSR2007] 0398                 ;339.1350;+64.1530
FSR_0401         ;345.245;+59.698;109.407; -0.241; 0.013;  12; -3.837; 0.069; -2.652; 0.078; 0.230; 0.040;NN            ; 8.43; 3.22;12.96;  3908;  -1298;   3685;   -16; 10319;[FSR2007] 0401                 ;345.2450;+59.6980
FSR_0430         ;348.835;+64.162;112.695;  3.217; 0.061;  31; -1.878; 0.144; -0.704; 0.103; 0.376; 0.042;NN            ; 7.91; 2.44;12.10;  2636;  -1015;   2428;   147;  9665;[FSR2007] 0430                 ;348.8350;+64.1620
FSR_0442         ;352.489;+63.447;113.974;  2.001; 0.152; 218;  1.287; 0.152; -2.554; 0.145; 0.664; 0.068;NN            ; 8.87; 2.44;11.17;  1712;   -695;   1564;    59;  9169;[FSR2007] 0442                 ;352.4890;+63.4470
FSR_0448         ;356.818;+60.902;115.208; -1.004; 0.054;  34; -2.490; 0.148; -2.035; 0.107; 0.315; 0.047;NN            ; 8.59; 2.83;12.54;  3217;  -1369;   2910;   -56; 10136;[FSR2007] 0448                 ;356.8180;+60.9020
FSR_0451         ;357.955;+60.916;115.748; -1.121; 0.214; 164; -3.216; 0.107; -1.907; 0.083; 0.320; 0.049;NN            ; 7.13; 1.99;12.56;  3252;  -1412;   2929;   -63; 10183;[FSR2007] 0451                 ;357.9550;+60.9160
FSR_0465         ;357.750;+66.186;116.875;  4.027; 0.037;  22; -2.583; 0.166; -0.109; 0.183; 0.163; 0.079;NN            ; 9.77; 2.33;14.19;  6873;  -3099;   6116;   482; 12972;[FSR2007] 0465                 ;357.7500;+66.1860
FSR_0494         ;006.416;+63.754;120.087;  1.025; 0.056;  37; -2.503; 0.109; -0.844; 0.073; 0.225; 0.047;manual        ; 8.95; 2.20;13.05;  4073;  -2041;   3524;    72; 10963;[FSR2007] 0494                 ;006.4160;+63.7540
FSR_0496         ;006.656;+64.010;120.217;  1.269; 0.091; 109;  2.231; 0.093; -0.621; 0.117; 0.653; 0.060;NN            ; 9.31; 1.94;10.77;  1423;   -716;   1229;    31;  9139;[FSR2007] 0496                 ;006.6560;+64.0100
FSR_0498         ;007.317;+62.389;120.366; -0.372; 0.117;  43; -3.290; 0.061; -0.681; 0.048; 0.336; 0.027;NN            ; 7.73; 1.14;12.14;  2674;  -1352;   2307;   -17;  9963;[FSR2007] 0498                 ;007.3170;+62.3890
FSR_0524         ;014.340;+62.125;123.624; -0.739; 0.027;   8; -1.547; 0.100; -0.246; 0.102; 0.226; 0.036;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;[FSR2007] 0524                 ;014.3400;+62.1250
FSR_0534         ;019.349;+61.273;126.047; -1.442; 0.102;  53; -0.425; 0.106; -0.281; 0.084; 0.335; 0.052;NN            ; 7.41; 2.05;12.27;  2842;  -1672;   2297;   -71; 10272;[FSR2007] 0534                 ;019.3490;+61.2730
FSR_0536         ;019.919;+63.026;126.128;  0.330; 0.059;  23; -1.619; 0.082; -0.025; 0.087; 0.288; 0.038;NN            ; 8.06; 3.98;12.53;  3203;  -1888;   2587;    18; 10550;[FSR2007] 0536                 ;019.9190;+63.0260
FSR_0537         ;019.698;+60.358;126.311; -2.334; 0.043;  46; -1.079; 0.085; -0.821; 0.079; 0.255; 0.054;NN            ; 7.90; 1.45;12.65;  3391;  -2006;   2730;  -138; 10700;[FSR2007] 0537                 ;019.6980;+60.3580
FSR_0542         ;021.485;+63.011;126.835;  0.401; 0.123;  16; -2.187; 0.111; -0.203; 0.097; 0.271; 0.070;NN            ; 8.93; 3.24;12.87;  3756;  -2252;   3006;    26; 11010;[FSR2007] 0542                 ;021.4850;+63.0110
FSR_0551         ;024.938;+64.878;128.034;  2.486; 0.095;  44;  0.112; 0.144; -1.422; 0.163; 1.063; 0.052;NN            ; 7.13; 1.06; 9.95;   976;   -601;    768;    42;  8974;[FSR2007] 0551                 ;024.9380;+64.8780
FSR_0553         ;025.226;+64.521;128.222;  2.158; 0.046;  39; -3.243; 0.093;  0.086; 0.145; 0.306; 0.065;NN            ; 9.53; 1.12;12.37;  2974;  -1839;   2335;   112; 10443;[FSR2007] 0553                 ;025.2260;+64.5210
FSR_0558         ;030.191;+67.799;129.428;  5.806; 0.088;  50; -1.024; 0.094;  0.794; 0.090; 0.314; 0.057;NN            ; 8.73; 2.52;12.32;  2911;  -1839;   2237;   294; 10422;[FSR2007] 0558                 ;030.1910;+67.7990
FSR_0667         ;061.766;+51.141;151.153; -0.685; 0.068;  32;  0.901; 0.135; -3.870; 0.196; 0.844; 0.042;NN            ; 8.85; 1.12;10.36;  1182;  -1035;    570;   -14;  9392;[FSR2007] 0667                 ;061.7660;+51.1410
FSR_0683         ;077.168;+53.213;155.926;  7.709; 0.033;  20; -0.134; 0.213; -0.812; 0.114; 0.289; 0.096;NN            ; 7.78; 1.70;12.33;  2926;  -2647;   1182;   392; 11050;[FSR2007] 0683                 ;077.1680;+53.2130
FSR_0686         ;066.353;+46.098;156.835; -2.212; 0.156;  12; -1.088; 0.118; -2.556; 0.068; 1.087; 0.038;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;[FSR2007] 0686                 ;066.3530;+46.0980
FSR_0716         ;077.786;+45.718;162.252;  3.619; 0.052;  80; -0.265; 0.126; -1.628; 0.100; 0.252; 0.072;NN            ; 8.94; 0.86;12.77;  3575;  -3398;   1087;   225; 11788;[FSR2007] 0716                 ;077.7860;+45.7180
FSR_0728         ;067.458;+38.496;162.916; -6.874; 0.050;  55;  1.991; 0.224; -2.224; 0.127; 0.543; 0.053;NN            ; 8.21; 1.76;11.37;  1876;  -1780;    547;  -224; 10135;[FSR2007] 0728                 ;067.4580;+38.4960
FSR_0735         ;073.471;+40.859;164.181; -1.835; 0.041;  52;  0.512; 0.117; -2.068; 0.124; 0.316; 0.063;NN            ; 8.66; 1.13;12.28;  2856;  -2747;    778;   -91; 11114;[FSR2007] 0735                 ;073.4710;+40.8590
FSR_0771         ;075.919;+32.157;172.257; -5.663; 0.115;  40;  1.631; 0.120; -4.203; 0.061; 0.618; 0.067;NN            ; 8.45; 1.64;10.92;  1529;  -1508;    205;  -150;  9850;[FSR2007] 0771                 ;075.9190;+32.1570
FSR_0811         ;094.105;+36.377;176.669;  9.287; 0.053;  43;  0.948; 0.144; -2.064; 0.110; 0.325; 0.070;NN            ; 8.61; 0.88;12.45;  3094;  -3048;    177;   499; 11390;[FSR2007] 0811                 ;094.1050;+36.3770
FSR_0826         ;085.765;+28.989;179.662; -0.450; 0.107;  22; -0.535; 0.174; -1.585; 0.142; 0.281; 0.116;NN            ; 6.66; 2.78;13.41;  4812;  -4812;     28;   -37; 13152;[FSR2007] 0826                 ;085.7650;+28.9890
FSR_0833         ;091.320;+30.827;180.510;  4.634; 0.038;  24; -0.036; 0.121; -0.807; 0.110; 0.186; 0.063;NN            ; 7.22; 1.36;13.42;  4836;  -4820;    -42;   390; 13160;[FSR2007] 0833                 ;091.3200;+30.8270
FSR_0850         ;086.257;+24.740;183.513; -2.300; 0.083; 118;  1.301; 0.161; -2.555; 0.106; 0.438; 0.062;NN            ; 8.67; 1.29;11.74;  2232;  -2226;   -136;   -89; 10567;[FSR2007] 0850                 ;086.2570;+24.7400
FSR_0852         ;088.363;+25.190;184.109; -0.431; 0.050;  22;  0.433; 0.104; -1.923; 0.118; 0.321; 0.056;NN            ; 8.03; 1.70;12.60;  3307;  -3298;   -236;   -24; 11641;[FSR2007] 0852                 ;088.3630;+25.1900
FSR_0866         ;103.823;+29.745;186.323; 13.841; 0.071;  35;  1.405; 0.126; -0.443; 0.091; 0.812; 0.045;NN            ; 9.33; 0.29;10.49;  1250;  -1206;   -133;   299;  9547;[FSR2007] 0866                 ;103.8230;+29.7450
FSR_0883         ;091.094;+22.037;188.090;  0.164; 0.047;  27;  0.825; 0.072; -1.542; 0.085; 0.299; 0.038;NN            ; 8.15; 1.80;12.41;  3030;  -3000;   -426;     8; 11348;[FSR2007] 0883                 ;091.0940;+22.0370
FSR_0893         ;093.454;+21.608;189.527;  1.874; 0.100; 133; -0.355; 0.147; -3.215; 0.150; 0.396; 0.089;manual        ; 8.75; 2.20;11.84;  2328;  -2295;   -385;    76; 10642;[FSR2007] 0893                 ;093.4540;+21.6080
FSR_0904         ;091.774;+19.021;191.033; -0.754; 0.087;  93; -0.448; 0.141; -1.107; 0.111; 0.446; 0.050;NN            ; 7.34; 1.86;11.82;  2311;  -2268;   -442;   -30; 10617;[FSR2007] 0904                 ;091.7740;+19.0210
FSR_0905         ;098.442;+22.312;191.055;  6.298; 0.056;  30;  1.965; 0.099; -3.850; 0.070; 0.649; 0.033;NN            ; 8.59; 0.50;10.77;  1424;  -1390;   -271;   156;  9733;[FSR2007] 0905                 ;098.4420;+22.3120
FSR_0921         ;091.295;+16.684;192.851; -2.292; 0.037;  32; -0.006; 0.136; -1.652; 0.149; 0.327; 0.091;NN            ; 8.59; 3.22;12.57;  3260;  -3176;   -724;  -130; 11538;[FSR2007] 0921                 ;091.2950;+16.6840
FSR_0923         ;092.644;+16.971;193.227; -1.024; 0.038;  48;  0.657; 0.144;  0.141; 0.125; 0.587; 0.073;NN            ; 8.99; 1.84;11.11;  1667;  -1622;   -381;   -29;  9970;[FSR2007] 0923                 ;092.6440;+16.9710
FSR_0932         ;091.087;+14.573;194.597; -3.498; 0.039;  52; -0.360; 0.240; -0.789; 0.249; 0.402; 0.131;NN            ; 8.07; 2.82;11.85;  2340;  -2261;   -588;  -142; 10617;[FSR2007] 0932                 ;091.0870;+14.5730
FSR_0935         ;098.778;+17.740;195.293;  4.508; 0.047;  40; -0.074; 0.059; -1.056; 0.092; 0.377; 0.052;NN            ; 8.53; 1.15;12.06;  2577;  -2478;   -677;   202; 10839;[FSR2007] 0935                 ;098.7780;+17.7400
FSR_0937         ;093.425;+15.006;195.312; -1.309; 0.065;  10;  0.500; 0.092; -0.114; 0.173; 0.085; 0.075;NN            ; 9.08; 1.59;14.43;  7693;  -7418;  -2031;  -175; 15889;[FSR2007] 0937                 ;093.4250;+15.0060
FSR_0941         ;095.445;+15.776;195.557;  0.770; 0.041;  56;  0.758; 0.176;  0.139; 0.197; 0.198; 0.129;NN            ; 8.67; 2.23;13.20;  4359;  -4199;  -1169;    58; 12594;[FSR2007] 0941                 ;095.4450;+15.7760
FSR_0942         ;091.487;+13.667;195.580; -3.599; 0.069; 136; -0.412; 0.174;  0.092; 0.129; 0.277; 0.085;NN            ; 8.86; 1.73;12.66;  3409;  -3277;   -913;  -214; 11653;[FSR2007] 0942                 ;091.4870;+13.6670
FSR_0948         ;096.480;+15.859;195.950;  1.689; 0.030;  35; -0.132; 0.113;  0.051; 0.136; 0.200; 0.045;NN            ; 8.73; 1.24;13.06;  4098;  -3939;  -1125;   120; 12330;[FSR2007] 0948                 ;096.4800;+15.8590
FSR_0951         ;095.573;+14.650;196.609;  0.351; 0.164; 169;  0.242; 0.120;  0.070; 0.105; 0.553; 0.050;NN            ; 8.72; 0.81;11.22;  1757;  -1684;   -502;    10; 10036;[FSR2007] 0951                 ;095.5730;+14.6500
FSR_0953         ;094.762;+14.150;196.680; -0.578; 0.052;  79; -0.134; 0.191; -2.877; 0.105; 0.331; 0.055;NN            ; 8.81; 1.48;12.05;  2567;  -2459;   -736;   -25; 10824;[FSR2007] 0953                 ;094.7620;+14.1500
FSR_0968         ;092.843;+11.863;197.802; -3.311; 0.050;  29; -0.356; 0.099; -1.158; 0.081; 0.382; 0.039;NN            ; 7.92; 1.04;12.13;  2662;  -2530;   -812;  -153; 10900;[FSR2007] 0968                 ;092.8430;+11.8630
FSR_0974         ;098.156;+12.553;199.633;  1.597; 0.049;  48; -0.463; 0.150; -0.345; 0.139; 0.265; 0.089;NN            ; 7.95; 1.55;12.95;  3893;  -3665;  -1307;   108; 12076;[FSR2007] 0974                 ;098.1560;+12.5530
FSR_0975         ;100.010;+13.310;199.789;  3.550; 0.034;   7;  0.166; 0.089; -0.817; 0.096; 0.173; 0.041;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;[FSR2007] 0975                 ;100.0100;+13.3100
FSR_0977         ;097.974;+11.865;200.162;  1.122; 0.024;  16;  0.721; 0.061; -1.533; 0.076; 0.453; 0.040;NN            ; 8.93; 1.00;11.70;  2185;  -2050;   -753;    42; 10418;[FSR2007] 0977                 ;097.9740;+11.8650
FSR_0979         ;097.814;+11.081;200.785;  0.621; 0.046;  60;  0.225; 0.167; -2.498; 0.162; 0.315; 0.073;NN            ; 8.75; 2.25;12.36;  2969;  -2775;  -1053;    32; 11165;[FSR2007] 0979                 ;097.8140;+11.0810
FSR_0985         ;092.953;+07.020;202.125; -5.523; 0.031;  47; -0.433; 0.167; -0.904; 0.144; 0.462; 0.082;NN            ; 8.41; 1.18;11.65;  2139;  -1972;   -801;  -205; 10343;[FSR2007] 0985                 ;092.9530;+07.0200
FSR_1025         ;102.620;+06.612;206.934;  2.798; 0.011;  10;  0.202; 0.083; -0.360; 0.052; 0.120; 0.051;manual        ; 8.75; 0.70;13.94;  6136;  -5464;  -2776;   299; 14081;[FSR2007] 1025                 ;102.6200;+06.6120
FSR_1032         ;099.072;+04.011;207.634; -1.533; 0.022;  21; -1.372; 0.390; -3.174; 0.356; 0.456; 0.252;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;[FSR2007] 1032                 ;099.0720;+04.0110
FSR_1051         ;103.046;+03.662;209.756;  1.834; 0.053;  26; -0.761; 0.071; -2.639; 0.087; 0.399; 0.059;NN            ; 8.41; 1.44;11.97;  2479;  -2151;  -1229;    79; 10562;[FSR2007] 1051                 ;103.0460;+03.6620
FSR_1063         ;098.654;-00.265;211.248; -3.863; 0.034;  34;  0.057; 0.100; -1.541; 0.097; 0.393; 0.069;NN            ; 8.04; 1.77;11.88;  2379;  -2029;  -1231;  -160; 10442;[FSR2007] 1063                 ;098.6540;-00.2650
FSR_1083         ;110.503;+03.557;213.240;  8.420; 0.034;  96; -0.331; 0.143;  0.245; 0.160; 0.191; 0.087;NN            ; 9.30; 0.43;13.44;  4884;  -4041;  -2648;   715; 12661;[FSR2007] 1083                 ;110.5030;+03.5570
FSR_1085         ;103.290;-00.192;213.299;  0.295; 0.041;  53; -1.050; 0.097;  0.262; 0.108; 0.596; 0.075;NN            ; 7.76; 0.61;10.97;  1565;  -1308;   -859;     8;  9687;[FSR2007] 1085                 ;103.2900;-00.1920
FSR_1113         ;107.300;-01.502;216.299;  3.264; 0.024;  20; -0.566; 0.079;  1.913; 0.083; 0.254; 0.048;NN            ; 9.44; 0.14;12.88;  3767;  -3031;  -2226;   214; 11586;[FSR2007] 1113                 ;107.3000;-01.5020
FSR_1117         ;094.159;-08.945;217.046;-11.764; 0.090;  26; -3.711; 0.218;  0.704; 0.354; 1.049; 0.130;NN            ; 7.19; 1.52; 9.80;   911;   -712;   -537;  -185;  9067;[FSR2007] 1117                 ;094.1590;-08.9450
FSR_1125         ;102.619;-05.444;217.671; -2.693; 0.024;  23; -0.255; 0.123;  1.055; 0.092; 0.113; 0.100;NN            ; 8.08; 2.25;14.13;  6699;  -5297;  -4089;  -314; 14237;[FSR2007] 1125                 ;102.6190;-05.4440
FSR_1144         ;104.298;-06.628;219.486; -1.744; 0.047;  60; -1.280; 0.097;  1.144; 0.160; 0.512; 0.043;NN            ; 7.81; 0.66;11.29;  1808;  -1395;  -1149;   -55;  9802;[FSR2007] 1144                 ;104.2980;-06.6280
FSR_1150         ;106.146;-06.621;220.320; -0.108; 0.028;  34; -0.500; 0.095;  0.102; 0.084; 0.224; 0.055;NN            ; 8.85; 0.90;12.73;  3507;  -2674;  -2269;    -6; 11245;[FSR2007] 1150                 ;106.1460;-06.6210
FSR_1153         ;108.573;-05.658;220.578;  2.477; 0.046;   7; -1.376; 0.069;  1.206; 0.084; 0.330; 0.058;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;[FSR2007] 1153                 ;108.5730;-05.6580
FSR_1163         ;104.810;-09.078;221.900; -2.409; 0.076;  37;  0.192; 0.100;  1.215; 0.100; 0.396; 0.054;NN            ; 9.13; 1.05;11.85;  2345;  -1744;  -1565;   -98; 10205;[FSR2007] 1163                 ;104.8100;-09.0780
FSR_1170         ;106.873;-08.879;222.656; -0.506; 0.019;  17; -0.639; 0.104; -0.213; 0.072; 0.330; 0.042;NN            ; 8.29; 1.85;12.46;  3110;  -2287;  -2107;   -27; 10834;[FSR2007] 1170                 ;106.8730;-08.8790
FSR_1171         ;105.058;-10.320;223.119; -2.757; 0.014;  15;  0.244; 0.111; -0.858; 0.191; 0.210; 0.050;tooRed        ;     ;     ;     ;      ;       ;       ;      ;      ;[FSR2007] 1171                 ;105.0580;-10.3200
FSR_1172         ;103.909;-11.035;223.244; -4.087; 0.021;  14; -0.486; 0.116; -0.247; 0.128; 0.390; 0.064;NN            ; 8.05; 1.71;12.01;  2526;  -1835;  -1726;  -180; 10320;[FSR2007] 1172                 ;103.9090;-11.0350
FSR_1180         ;108.897;-09.453;224.090;  1.000; 0.067;  58; -1.208; 0.074;  1.815; 0.058; 0.327; 0.036;NN            ; 8.74; 1.15;12.15;  2686;  -1929;  -1868;    46; 10437;[FSR2007] 1180                 ;108.8970;-09.4530
FSR_1183         ;108.357;-09.884;224.224;  0.328; 0.039;  30; -1.419; 0.083;  1.217; 0.067; 0.428; 0.048;NN            ; 8.26; 0.40;11.71;  2201;  -1577;  -1535;    12; 10035;[FSR2007] 1183                 ;108.3570;-09.8840
FSR_1207         ;106.883;-13.328;226.613; -2.542; 0.024;  44; -1.289; 0.184;  0.762; 0.146; 0.348; 0.095;NN            ; 8.38; 1.29;12.00;  2513;  -1724;  -1824;  -111; 10229;[FSR2007] 1207                 ;106.8830;-13.3280
FSR_1209         ;106.785;-13.827;227.014; -2.856; 0.033;  41; -0.928; 0.129;  0.689; 0.090; 0.190; 0.073;NN            ; 8.45; 1.30;13.69;  5467;  -3723;  -3994;  -272; 12707;[FSR2007] 1209                 ;106.7850;-13.8270
FSR_1211         ;115.336;-09.607;227.247;  6.516; 0.038;  57; -3.137; 0.086;  2.564; 0.093; 0.288; 0.042;NN            ; 9.08; 0.19;12.60;  3311;  -2233;  -2415;   375; 10845;[FSR2007] 1211                 ;115.3360;-09.6070
FSR_1212         ;106.941;-14.145;227.366; -2.867; 0.031;  24; -0.246; 0.214;  0.314; 0.196; 0.216; 0.140;NN            ; 9.14; 1.54;14.93;  9682;  -6550;  -7114;  -484; 16502;[FSR2007] 1212                 ;106.9410;-14.1450
FSR_1252         ;110.659;-18.703;233.063; -1.823; 0.045;  70; -1.822; 0.077;  2.990; 0.076; 0.263; 0.052;NN            ; 8.93; 0.90;12.41;  3035;  -1823;  -2425;   -96; 10448;[FSR2007] 1252                 ;110.6590;-18.7030
FSR_1253         ;111.583;-18.433;233.240; -0.924; 0.057; 102; -2.089; 0.117;  1.878; 0.112; 0.223; 0.055;NN            ; 8.47; 1.41;13.32;  4607;  -2757;  -3691;   -74; 11695;[FSR2007] 1253                 ;111.5830;-18.4330
FSR_1260         ;112.088;-19.679;234.563; -1.098; 0.049;  40; -3.159; 0.071;  3.444; 0.069; 0.321; 0.048;NN            ; 8.15; 0.71;12.38;  2989;  -1733;  -2435;   -57; 10363;[FSR2007] 1260                 ;112.0880;-19.6790
